time,joint,pos_x,pos_y,poz_z,frame
11.840,ElbowRight,0.297,0.329,3.070,89
11.840,WristRight,0.276,0.124,2.960,89
11.840,HandRight,0.257,0.079,2.938,89
11.840,HipLeft,-0.011,0.098,2.978,89
11.840,KneeLeft,-0.047,-0.189,2.893,89
11.840,AnkleLeft,-0.035,-0.621,2.982,89
11.840,FootLeft,-0.036,-0.637,2.905,89
11.840,HipRight,0.157,0.099,2.980,89
11.840,KneeRight,0.186,-0.200,2.908,89
11.840,AnkleRight,0.174,-0.615,3.004,89
11.840,FootRight,0.164,-0.638,2.903,89
11.974,SpineBase,0.073,0.086,3.015,90
11.974,SpineMid,0.067,0.386,3.075,90
11.974,Neck,0.060,0.686,3.103,90
11.974,Head,0.054,0.813,3.086,90
11.974,ShoulderLeft,-0.120,0.575,3.095,90
11.974,ElbowLeft,-0.152,0.329,3.069,90
11.974,WristLeft,-0.148,0.129,2.974,90
11.974,HandLeft,-0.132,0.088,2.949,90
11.974,ShoulderRight,0.251,0.574,3.099,90
11.974,ElbowRight,0.296,0.328,3.067,90
11.974,WristRight,0.275,0.123,2.960,90
11.974,HandRight,0.261,0.089,2.945,90
11.974,HipLeft,-0.012,0.096,2.978,90
11.974,KneeLeft,-0.048,-0.189,2.894,90
11.974,AnkleLeft,-0.035,-0.621,2.982,90
11.974,FootLeft,-0.036,-0.637,2.906,90
11.974,HipRight,0.157,0.098,2.980,90
11.974,KneeRight,0.186,-0.200,2.909,90
11.974,AnkleRight,0.174,-0.614,3.004,90
11.974,FootRight,0.165,-0.638,2.901,90
12.091,SpineBase,0.072,0.085,3.015,91
12.091,SpineMid,0.066,0.385,3.070,91
12.091,Neck,0.059,0.686,3.095,91
12.091,Head,0.054,0.811,3.072,91
12.091,ShoulderLeft,-0.121,0.575,3.089,91
12.091,ElbowLeft,-0.154,0.329,3.065,91
12.091,WristLeft,-0.148,0.126,2.972,91
12.091,HandLeft,-0.131,0.082,2.946,91
12.091,ShoulderRight,0.250,0.575,3.092,91
12.091,ElbowRight,0.295,0.328,3.064,91
12.091,WristRight,0.275,0.123,2.960,91
12.091,HandRight,0.261,0.090,2.946,91
12.091,HipLeft,-0.013,0.095,2.978,91
12.091,KneeLeft,-0.049,-0.190,2.896,91
12.091,AnkleLeft,-0.035,-0.622,2.982,91
12.091,FootLeft,-0.036,-0.637,2.906,91
12.091,HipRight,0.156,0.097,2.980,91
12.091,KneeRight,0.186,-0.201,2.910,91
12.091,AnkleRight,0.174,-0.612,3.003,91
12.091,FootRight,0.165,-0.636,2.897,91
12.223,SpineBase,0.072,0.083,3.016,92
12.223,SpineMid,0.065,0.384,3.067,92
12.223,Neck,0.059,0.685,3.088,92
12.223,Head,0.053,0.809,3.058,92
12.223,ShoulderLeft,-0.121,0.576,3.084,92
12.223,ElbowLeft,-0.155,0.329,3.060,92
12.223,WristLeft,-0.148,0.124,2.971,92
12.223,HandLeft,-0.135,0.088,2.951,92
12.223,ShoulderRight,0.248,0.575,3.085,92
12.223,ElbowRight,0.294,0.327,3.061,92
12.223,WristRight,0.275,0.123,2.960,92
12.223,HandRight,0.260,0.089,2.946,92
12.223,HipLeft,-0.013,0.093,2.979,92
12.223,KneeLeft,-0.050,-0.192,2.899,92
12.223,AnkleLeft,-0.035,-0.607,2.978,92
12.223,FootLeft,-0.035,-0.626,2.880,92
12.223,HipRight,0.156,0.095,2.981,92
12.223,KneeRight,0.186,-0.201,2.911,92
12.223,AnkleRight,0.174,-0.609,3.003,92
12.223,FootRight,0.166,-0.634,2.892,92
12.343,SpineBase,0.071,0.080,3.017,93
12.343,SpineMid,0.065,0.383,3.064,93
12.343,Neck,0.059,0.684,3.081,93
12.343,Head,0.053,0.806,3.045,93
12.343,ShoulderLeft,-0.122,0.577,3.079,93
12.343,ElbowLeft,-0.156,0.329,3.057,93
12.343,WristLeft,-0.148,0.123,2.970,93
12.343,HandLeft,-0.136,0.090,2.952,93
12.343,ShoulderRight,0.247,0.575,3.080,93
12.343,ElbowRight,0.293,0.326,3.058,93
12.343,WristRight,0.274,0.123,2.960,93
12.343,HandRight,0.257,0.084,2.945,93
12.343,HipLeft,-0.014,0.090,2.980,93
12.343,KneeLeft,-0.051,-0.193,2.903,93
12.343,AnkleLeft,-0.035,-0.596,2.976,93
12.343,FootLeft,-0.034,-0.617,2.862,93
12.343,HipRight,0.155,0.092,2.982,93
12.343,KneeRight,0.186,-0.202,2.913,93
12.343,AnkleRight,0.174,-0.606,3.002,93
12.343,FootRight,0.167,-0.631,2.887,93
12.485,SpineBase,0.071,0.077,3.019,94
12.485,SpineMid,0.064,0.381,3.060,94
12.485,Neck,0.059,0.682,3.073,94
12.485,Head,0.053,0.803,3.032,94
12.485,ShoulderLeft,-0.122,0.578,3.074,94
12.485,ElbowLeft,-0.157,0.329,3.054,94
12.485,WristLeft,-0.147,0.121,2.969,94
12.485,HandLeft,-0.134,0.082,2.950,94
12.485,ShoulderRight,0.246,0.575,3.074,94
12.485,ElbowRight,0.291,0.325,3.055,94
12.485,WristRight,0.274,0.123,2.961,94
12.485,HandRight,0.256,0.082,2.945,94
12.485,HipLeft,-0.015,0.087,2.982,94
12.485,KneeLeft,-0.052,-0.195,2.907,94
12.485,AnkleLeft,-0.036,-0.590,2.975,94
12.485,FootLeft,-0.034,-0.611,2.851,94
12.485,HipRight,0.154,0.089,2.984,94
12.485,KneeRight,0.186,-0.204,2.916,94
12.485,AnkleRight,0.174,-0.604,3.002,94
12.485,FootRight,0.168,-0.629,2.883,94
12.601,SpineBase,0.070,0.074,3.021,95
12.601,SpineMid,0.064,0.379,3.058,95
12.601,Neck,0.059,0.680,3.067,95
12.601,Head,0.053,0.801,3.021,95
12.601,ShoulderLeft,-0.122,0.578,3.070,95
12.601,ElbowLeft,-0.158,0.328,3.052,95
12.601,WristLeft,-0.147,0.119,2.968,95
12.601,HandLeft,-0.132,0.076,2.949,95
12.601,ShoulderRight,0.245,0.575,3.070,95
12.601,ElbowRight,0.290,0.324,3.053,95
12.601,WristRight,0.274,0.123,2.961,95
12.601,HandRight,0.255,0.081,2.945,95
12.601,HipLeft,-0.015,0.084,2.984,95
12.601,KneeLeft,-0.053,-0.196,2.912,95
12.601,AnkleLeft,-0.036,-0.587,2.974,95
12.601,FootLeft,-0.034,-0.608,2.844,95
12.601,HipRight,0.154,0.086,2.986,95
12.601,KneeRight,0.186,-0.205,2.919,95
12.601,AnkleRight,0.174,-0.601,3.003,95
12.601,FootRight,0.168,-0.627,2.881,95
12.734,SpineBase,0.069,0.071,3.023,96
12.734,SpineMid,0.064,0.378,3.056,96
12.734,Neck,0.059,0.679,3.062,96
12.734,Head,0.054,0.798,3.012,96
12.734,ShoulderLeft,-0.122,0.578,3.066,96
12.734,ElbowLeft,-0.159,0.328,3.049,96
12.734,WristLeft,-0.147,0.117,2.968,96
12.734,HandLeft,-0.129,0.064,2.946,96
12.734,ShoulderRight,0.243,0.574,3.065,96
12.734,ElbowRight,0.289,0.323,3.050,96
12.734,WristRight,0.273,0.123,2.962,96
12.734,HandRight,0.255,0.081,2.946,96
12.734,HipLeft,-0.016,0.081,2.987,96
12.734,KneeLeft,-0.053,-0.197,2.916,96
12.734,AnkleLeft,-0.036,-0.593,2.975,96
12.734,FootLeft,-0.037,-0.611,2.856,96
12.734,HipRight,0.153,0.084,2.988,96
12.734,KneeRight,0.186,-0.206,2.923,96
12.734,AnkleRight,0.174,-0.600,3.003,96
12.734,FootRight,0.169,-0.625,2.879,96
12.856,SpineBase,0.069,0.069,3.025,97
12.856,SpineMid,0.064,0.376,3.054,97
12.856,Neck,0.059,0.677,3.057,97
12.856,Head,0.054,0.795,3.002,97
12.856,ShoulderLeft,-0.122,0.578,3.062,97
12.856,ElbowLeft,-0.159,0.328,3.047,97
12.856,WristLeft,-0.147,0.115,2.967,97
12.856,HandLeft,-0.127,0.058,2.944,97
12.856,ShoulderRight,0.242,0.574,3.061,97
12.856,ElbowRight,0.288,0.322,3.048,97
12.856,WristRight,0.273,0.122,2.962,97
12.856,HandRight,0.257,0.087,2.951,97
12.856,HipLeft,-0.016,0.078,2.989,97
12.856,KneeLeft,-0.054,-0.198,2.919,97
12.856,AnkleLeft,-0.037,-0.598,2.976,97
12.856,FootLeft,-0.038,-0.613,2.873,97
12.856,HipRight,0.152,0.081,2.989,97
12.856,KneeRight,0.186,-0.207,2.925,97
12.856,AnkleRight,0.174,-0.613,3.007,97
12.856,FootRight,0.165,-0.633,2.908,97
12.980,SpineBase,0.068,0.066,3.027,98
12.980,SpineMid,0.064,0.374,3.052,98
12.980,Neck,0.059,0.675,3.052,98
12.980,Head,0.054,0.792,2.994,98
12.980,ShoulderLeft,-0.122,0.578,3.058,98
12.980,ElbowLeft,-0.160,0.328,3.045,98
12.980,WristLeft,-0.146,0.113,2.967,98
12.980,HandLeft,-0.125,0.054,2.944,98
12.980,ShoulderRight,0.241,0.573,3.056,98
12.980,ElbowRight,0.288,0.321,3.046,98
12.980,WristRight,0.273,0.122,2.963,98
12.980,HandRight,0.258,0.087,2.953,98
12.980,HipLeft,-0.017,0.076,2.991,98
12.980,KneeLeft,-0.054,-0.199,2.924,98
12.980,AnkleLeft,-0.037,-0.596,2.976,98
12.980,FootLeft,-0.038,-0.610,2.870,98
12.980,HipRight,0.152,0.079,2.991,98
12.980,KneeRight,0.186,-0.209,2.928,98
12.980,AnkleRight,0.174,-0.612,3.007,98
12.980,FootRight,0.166,-0.631,2.905,98
13.098,SpineBase,0.068,0.063,3.029,99
13.098,SpineMid,0.063,0.372,3.050,99
13.098,Neck,0.059,0.671,3.045,99
13.098,Head,0.054,0.789,2.985,99
13.098,ShoulderLeft,-0.122,0.578,3.052,99
13.098,ElbowLeft,-0.160,0.327,3.042,99
13.098,WristLeft,-0.146,0.111,2.966,99
13.098,HandLeft,-0.124,0.050,2.944,99
13.098,ShoulderRight,0.240,0.572,3.049,99
13.098,ElbowRight,0.287,0.320,3.044,99
13.098,WristRight,0.272,0.118,2.963,99
13.098,HandRight,0.255,0.076,2.951,99
13.098,HipLeft,-0.017,0.073,2.994,99
13.098,KneeLeft,-0.054,-0.200,2.928,99
13.098,AnkleLeft,-0.038,-0.590,2.976,99
13.098,FootLeft,-0.039,-0.604,2.864,99
13.098,HipRight,0.152,0.076,2.993,99
13.098,KneeRight,0.186,-0.210,2.932,99
13.098,AnkleRight,0.174,-0.608,3.006,99
13.098,FootRight,0.167,-0.628,2.900,99
13.230,SpineBase,0.068,0.060,3.033,100
13.230,SpineMid,0.064,0.369,3.047,100
13.230,Neck,0.059,0.667,3.037,100
13.230,Head,0.054,0.783,2.975,100
13.230,ShoulderLeft,-0.121,0.576,3.044,100
13.230,ElbowLeft,-0.160,0.327,3.040,100
13.230,WristLeft,-0.146,0.110,2.967,100
13.230,HandLeft,-0.123,0.048,2.944,100
13.230,ShoulderRight,0.239,0.571,3.041,100
13.230,ElbowRight,0.286,0.319,3.042,100
13.230,WristRight,0.271,0.116,2.963,100
13.230,HandRight,0.253,0.067,2.951,100
13.230,HipLeft,-0.017,0.070,2.998,100
13.230,KneeLeft,-0.054,-0.202,2.932,100
13.230,AnkleLeft,-0.038,-0.588,2.976,100
13.230,FootLeft,-0.039,-0.601,2.860,100
13.230,HipRight,0.151,0.072,2.996,100
13.230,KneeRight,0.186,-0.212,2.936,100
13.230,AnkleRight,0.174,-0.604,3.006,100
13.230,FootRight,0.168,-0.624,2.894,100
13.347,SpineBase,0.068,0.057,3.036,101
13.347,SpineMid,0.064,0.366,3.045,101
13.347,Neck,0.059,0.663,3.028,101
13.347,Head,0.055,0.778,2.964,101
13.347,ShoulderLeft,-0.120,0.574,3.036,101
13.347,ElbowLeft,-0.160,0.326,3.038,101
13.347,WristLeft,-0.145,0.108,2.967,101
13.347,HandLeft,-0.122,0.046,2.946,101
13.347,ShoulderRight,0.238,0.569,3.034,101
13.347,ElbowRight,0.286,0.318,3.039,101
13.347,WristRight,0.271,0.113,2.963,101
13.347,HandRight,0.252,0.063,2.952,101
13.347,HipLeft,-0.017,0.066,3.001,101
13.347,KneeLeft,-0.054,-0.204,2.937,101
13.347,AnkleLeft,-0.038,-0.587,2.976,101
13.347,FootLeft,-0.039,-0.599,2.856,101
13.347,HipRight,0.152,0.069,2.999,101
13.347,KneeRight,0.186,-0.215,2.940,101
13.347,AnkleRight,0.174,-0.602,3.005,101
13.347,FootRight,0.169,-0.621,2.890,101
13.476,SpineBase,0.069,0.054,3.039,102
13.476,SpineMid,0.064,0.362,3.043,102
13.476,Neck,0.060,0.659,3.018,102
13.476,Head,0.057,0.771,2.952,102
13.476,ShoulderLeft,-0.118,0.572,3.027,102
13.476,ElbowLeft,-0.160,0.324,3.035,102
13.476,WristLeft,-0.144,0.106,2.967,102
13.476,HandLeft,-0.121,0.045,2.947,102
13.476,ShoulderRight,0.239,0.568,3.025,102
13.476,ElbowRight,0.286,0.316,3.036,102
13.476,WristRight,0.270,0.109,2.964,102
13.476,HandRight,0.251,0.058,2.952,102
13.476,HipLeft,-0.016,0.063,3.005,102
13.476,KneeLeft,-0.053,-0.205,2.941,102
13.476,AnkleLeft,-0.038,-0.597,2.976,102
13.476,FootLeft,-0.038,-0.607,2.871,102
13.476,HipRight,0.152,0.066,3.002,102
13.476,KneeRight,0.186,-0.216,2.943,102
13.476,AnkleRight,0.174,-0.599,3.005,102
13.476,FootRight,0.169,-0.618,2.886,102
13.593,SpineBase,0.069,0.051,3.042,103
13.593,SpineMid,0.065,0.358,3.040,103
13.593,Neck,0.062,0.655,3.008,103
13.593,Head,0.059,0.764,2.941,103
13.593,ShoulderLeft,-0.116,0.569,3.018,103
13.593,ElbowLeft,-0.159,0.322,3.032,103
13.593,WristLeft,-0.144,0.103,2.968,103
13.593,HandLeft,-0.121,0.044,2.949,103
13.593,ShoulderRight,0.239,0.567,3.018,103
13.593,ElbowRight,0.286,0.315,3.033,103
13.593,WristRight,0.270,0.105,2.964,103
13.593,HandRight,0.249,0.053,2.951,103
13.593,HipLeft,-0.016,0.061,3.008,103
13.593,KneeLeft,-0.053,-0.206,2.945,103
13.593,AnkleLeft,-0.038,-0.606,2.977,103
13.593,FootLeft,-0.036,-0.614,2.884,103
13.593,HipRight,0.153,0.063,3.004,103
13.593,KneeRight,0.187,-0.218,2.946,103
13.593,AnkleRight,0.175,-0.596,3.006,103
13.593,FootRight,0.171,-0.615,2.883,103
13.717,SpineBase,0.070,0.048,3.044,104
13.717,SpineMid,0.066,0.355,3.037,104
13.717,Neck,0.064,0.652,3.000,104
13.717,Head,0.061,0.759,2.931,104
13.717,ShoulderLeft,-0.115,0.568,3.013,104
13.717,ElbowLeft,-0.158,0.320,3.030,104
13.717,WristLeft,-0.143,0.101,2.968,104
13.717,HandLeft,-0.120,0.043,2.950,104
13.717,ShoulderRight,0.241,0.565,3.012,104
13.717,ElbowRight,0.286,0.313,3.030,104
13.717,WristRight,0.270,0.101,2.964,104
13.717,HandRight,0.248,0.048,2.951,104
13.717,HipLeft,-0.015,0.058,3.010,104
13.717,KneeLeft,-0.053,-0.207,2.947,104
13.717,AnkleLeft,-0.038,-0.613,2.978,104
13.717,FootLeft,-0.036,-0.619,2.891,104
13.717,HipRight,0.153,0.060,3.007,104
13.717,KneeRight,0.187,-0.219,2.948,104
13.717,AnkleRight,0.176,-0.605,3.009,104
13.717,FootRight,0.165,-0.621,2.905,104
13.837,SpineBase,0.071,0.045,3.047,105
13.837,SpineMid,0.068,0.352,3.034,105
13.837,Neck,0.066,0.650,2.993,105
13.837,Head,0.063,0.755,2.923,105
13.837,ShoulderLeft,-0.113,0.566,3.008,105
13.837,ElbowLeft,-0.157,0.317,3.027,105
13.837,WristLeft,-0.142,0.099,2.969,105
13.837,HandLeft,-0.119,0.042,2.951,105
13.837,ShoulderRight,0.244,0.561,3.005,105
13.837,ElbowRight,0.286,0.311,3.026,105
13.837,WristRight,0.270,0.098,2.963,105
13.837,HandRight,0.247,0.044,2.951,105
13.837,HipLeft,-0.014,0.056,3.013,105
13.837,KneeLeft,-0.053,-0.209,2.950,105
13.837,AnkleLeft,-0.038,-0.606,2.978,105
13.837,FootLeft,-0.036,-0.612,2.880,105
13.837,HipRight,0.154,0.057,3.009,105
13.837,KneeRight,0.188,-0.220,2.951,105
13.837,AnkleRight,0.175,-0.613,3.011,105
13.837,FootRight,0.162,-0.626,2.922,105
13.970,SpineBase,0.071,0.043,3.049,106
13.970,SpineMid,0.069,0.349,3.031,106
13.970,Neck,0.069,0.648,2.988,106
13.970,Head,0.066,0.751,2.916,106
13.970,ShoulderLeft,-0.111,0.565,3.004,106
13.970,ElbowLeft,-0.154,0.314,3.023,106
13.970,WristLeft,-0.141,0.097,2.969,106
13.970,HandLeft,-0.118,0.042,2.952,106
13.970,ShoulderRight,0.247,0.556,2.999,106
13.970,ElbowRight,0.286,0.309,3.023,106
13.970,WristRight,0.270,0.095,2.963,106
13.970,HandRight,0.247,0.042,2.951,106
13.970,HipLeft,-0.014,0.054,3.015,106
13.970,KneeLeft,-0.052,-0.210,2.952,106
13.970,AnkleLeft,-0.038,-0.608,2.978,106
13.970,FootLeft,-0.036,-0.614,2.886,106
13.970,HipRight,0.155,0.054,3.011,106
13.970,KneeRight,0.188,-0.222,2.953,106
13.970,AnkleRight,0.176,-0.610,3.011,106
13.970,FootRight,0.163,-0.624,2.914,106
14.095,SpineBase,0.072,0.040,3.051,107
14.095,SpineMid,0.071,0.346,3.029,107
14.095,Neck,0.071,0.646,2.984,107
14.095,Head,0.068,0.748,2.911,107
14.095,ShoulderLeft,-0.109,0.563,3.000,107
14.095,ElbowLeft,-0.152,0.311,3.020,107
14.095,WristLeft,-0.140,0.095,2.969,107
14.095,HandLeft,-0.117,0.041,2.953,107
14.095,ShoulderRight,0.249,0.553,2.995,107
14.095,ElbowRight,0.287,0.307,3.021,107
14.095,WristRight,0.271,0.093,2.963,107
14.095,HandRight,0.246,0.039,2.951,107
14.095,HipLeft,-0.013,0.051,3.017,107
14.095,KneeLeft,-0.051,-0.211,2.953,107
14.095,AnkleLeft,-0.038,-0.600,2.979,107
14.095,FootLeft,-0.036,-0.607,2.875,107
14.095,HipRight,0.156,0.051,3.014,107
14.095,KneeRight,0.188,-0.223,2.954,107
14.095,AnkleRight,0.177,-0.602,3.012,107
14.095,FootRight,0.167,-0.617,2.907,107
14.222,SpineBase,0.073,0.037,3.052,108
14.222,SpineMid,0.072,0.344,3.028,108
14.222,Neck,0.072,0.644,2.981,108
14.222,Head,0.070,0.745,2.907,108
14.222,ShoulderLeft,-0.107,0.561,2.995,108
14.222,ElbowLeft,-0.150,0.308,3.018,108
14.222,WristLeft,-0.139,0.094,2.969,108
14.222,HandLeft,-0.117,0.040,2.954,108
14.222,ShoulderRight,0.251,0.550,2.991,108
14.222,ElbowRight,0.288,0.304,3.018,108
14.222,WristRight,0.271,0.091,2.963,108
14.222,HandRight,0.246,0.038,2.951,108
14.222,HipLeft,-0.012,0.049,3.018,108
14.222,KneeLeft,-0.050,-0.212,2.954,108
14.222,AnkleLeft,-0.039,-0.594,2.979,108
14.222,FootLeft,-0.037,-0.601,2.867,108
14.222,HipRight,0.157,0.048,3.015,108
14.222,KneeRight,0.189,-0.223,2.955,108
14.222,AnkleRight,0.177,-0.595,3.011,108
14.222,FootRight,0.169,-0.612,2.898,108
14.342,SpineBase,0.074,0.035,3.054,109
14.342,SpineMid,0.074,0.342,3.025,109
14.342,Neck,0.076,0.651,2.958,109
14.342,Head,0.072,0.744,2.901,109
14.342,ShoulderLeft,-0.106,0.560,2.994,109
14.342,ElbowLeft,-0.149,0.306,3.016,109
14.342,WristLeft,-0.138,0.092,2.970,109
14.342,HandLeft,-0.116,0.039,2.955,109
14.342,ShoulderRight,0.253,0.548,2.989,109
14.342,ElbowRight,0.289,0.302,3.016,109
14.342,WristRight,0.272,0.090,2.963,109
14.342,HandRight,0.247,0.037,2.951,109
14.342,HipLeft,-0.011,0.047,3.020,109
14.342,KneeLeft,-0.050,-0.213,2.956,109
14.342,AnkleLeft,-0.039,-0.599,2.980,109
14.342,FootLeft,-0.036,-0.606,2.878,109
14.342,HipRight,0.158,0.046,3.017,109
14.342,KneeRight,0.189,-0.224,2.956,109
14.342,AnkleRight,0.178,-0.591,3.012,109
14.342,FootRight,0.171,-0.609,2.894,109
14.475,SpineBase,0.075,0.033,3.055,110
14.475,SpineMid,0.075,0.340,3.023,110
14.475,Neck,0.077,0.650,2.954,110
14.475,Head,0.074,0.741,2.897,110
14.475,ShoulderLeft,-0.105,0.559,2.992,110
14.475,ElbowLeft,-0.147,0.304,3.014,110
14.475,WristLeft,-0.137,0.091,2.970,110
14.475,HandLeft,-0.115,0.038,2.956,110
14.475,ShoulderRight,0.254,0.546,2.987,110
14.475,ElbowRight,0.289,0.300,3.015,110
14.475,WristRight,0.272,0.088,2.963,110
14.475,HandRight,0.247,0.036,2.952,110
14.475,HipLeft,-0.011,0.045,3.021,110
14.475,KneeLeft,-0.049,-0.214,2.956,110
14.475,AnkleLeft,-0.039,-0.598,2.980,110
14.475,FootLeft,-0.037,-0.604,2.871,110
14.475,HipRight,0.159,0.044,3.018,110
14.475,KneeRight,0.189,-0.225,2.957,110
14.475,AnkleRight,0.178,-0.590,3.012,110
14.475,FootRight,0.171,-0.608,2.889,110
14.593,SpineBase,0.076,0.031,3.056,111
14.593,SpineMid,0.075,0.339,3.022,111
14.593,Neck,0.077,0.647,2.953,111
14.593,Head,0.075,0.739,2.894,111
14.593,ShoulderLeft,-0.104,0.557,2.990,111
14.593,ElbowLeft,-0.146,0.303,3.013,111
14.593,WristLeft,-0.137,0.089,2.970,111
14.593,HandLeft,-0.114,0.037,2.958,111
14.593,ShoulderRight,0.254,0.545,2.986,111
14.593,ElbowRight,0.290,0.299,3.013,111
14.593,WristRight,0.273,0.087,2.963,111
14.593,HandRight,0.248,0.035,2.952,111
14.593,HipLeft,-0.010,0.043,3.022,111
14.593,KneeLeft,-0.048,-0.215,2.957,111
14.593,AnkleLeft,-0.039,-0.595,2.980,111
14.593,FootLeft,-0.037,-0.602,2.865,111
14.593,HipRight,0.159,0.042,3.019,111
14.593,KneeRight,0.189,-0.226,2.958,111
14.593,AnkleRight,0.177,-0.604,3.014,111
14.593,FootRight,0.167,-0.619,2.910,111
14.715,SpineBase,0.076,0.029,3.057,112
14.715,SpineMid,0.076,0.338,3.020,112
14.715,Neck,0.076,0.655,2.940,112
14.715,Head,0.075,0.738,2.889,112
14.715,ShoulderLeft,-0.104,0.556,2.989,112
14.715,ElbowLeft,-0.145,0.301,3.012,112
14.715,WristLeft,-0.136,0.088,2.971,112
14.715,HandLeft,-0.114,0.036,2.959,112
14.715,ShoulderRight,0.255,0.544,2.985,112
14.715,ElbowRight,0.290,0.297,3.012,112
14.715,WristRight,0.273,0.086,2.963,112
14.715,HandRight,0.248,0.034,2.953,112
14.715,HipLeft,-0.010,0.041,3.023,112
14.715,KneeLeft,-0.047,-0.216,2.958,112
14.715,AnkleLeft,-0.039,-0.602,2.981,112
14.715,FootLeft,-0.037,-0.608,2.877,112
14.715,HipRight,0.160,0.040,3.020,112
14.715,KneeRight,0.190,-0.227,2.959,112
14.715,AnkleRight,0.177,-0.604,3.014,112
14.715,FootRight,0.167,-0.619,2.906,112
14.837,SpineBase,0.076,0.028,3.058,113
14.837,SpineMid,0.076,0.337,3.018,113
14.837,Neck,0.073,0.658,2.931,113
14.837,Head,0.076,0.737,2.883,113
14.837,ShoulderLeft,-0.104,0.555,2.988,113
14.837,ElbowLeft,-0.145,0.299,3.011,113
14.837,WristLeft,-0.136,0.088,2.971,113
14.837,HandLeft,-0.114,0.035,2.960,113
14.837,ShoulderRight,0.255,0.542,2.984,113
14.837,ElbowRight,0.291,0.296,3.011,113
14.837,WristRight,0.274,0.085,2.963,113
14.837,HandRight,0.249,0.033,2.953,113
14.837,HipLeft,-0.009,0.040,3.024,113
14.837,KneeLeft,-0.047,-0.217,2.959,113
14.837,AnkleLeft,-0.039,-0.608,2.981,113
14.837,FootLeft,-0.037,-0.613,2.886,113
14.837,HipRight,0.160,0.038,3.021,113
14.837,KneeRight,0.190,-0.227,2.960,113
14.837,AnkleRight,0.177,-0.601,3.014,113
14.837,FootRight,0.169,-0.617,2.901,113
14.971,SpineBase,0.077,0.026,3.059,114
14.971,SpineMid,0.076,0.335,3.016,114
14.971,Neck,0.070,0.649,2.933,114
14.971,Head,0.076,0.735,2.880,114
14.971,ShoulderLeft,-0.104,0.553,2.986,114
14.971,ElbowLeft,-0.144,0.298,3.010,114
14.971,WristLeft,-0.136,0.087,2.971,114
14.971,HandLeft,-0.114,0.035,2.961,114
14.971,ShoulderRight,0.255,0.541,2.982,114
14.971,ElbowRight,0.291,0.294,3.010,114
14.971,WristRight,0.274,0.084,2.964,114
14.971,HandRight,0.249,0.032,2.954,114
14.971,HipLeft,-0.009,0.038,3.025,114
14.971,KneeLeft,-0.046,-0.218,2.960,114
14.971,AnkleLeft,-0.038,-0.612,2.982,114
14.971,FootLeft,-0.037,-0.617,2.895,114
14.971,HipRight,0.161,0.037,3.022,114
14.971,KneeRight,0.190,-0.228,2.960,114
14.971,AnkleRight,0.178,-0.607,3.015,114
14.971,FootRight,0.165,-0.621,2.915,114
15.088,SpineBase,0.077,0.025,3.060,115
15.088,SpineMid,0.075,0.334,3.013,115
15.088,Neck,0.069,0.648,2.929,115
15.088,Head,0.075,0.733,2.875,115
15.088,ShoulderLeft,-0.104,0.551,2.983,115
15.088,ElbowLeft,-0.144,0.297,3.009,115
15.088,WristLeft,-0.136,0.087,2.971,115
15.088,HandLeft,-0.114,0.035,2.962,115
15.088,ShoulderRight,0.254,0.540,2.980,115
15.088,ElbowRight,0.291,0.292,3.009,115
15.088,WristRight,0.274,0.083,2.964,115
15.088,HandRight,0.249,0.031,2.954,115
15.088,HipLeft,-0.009,0.037,3.025,115
15.088,KneeLeft,-0.046,-0.219,2.961,115
15.088,AnkleLeft,-0.038,-0.615,2.983,115
15.088,FootLeft,-0.037,-0.620,2.899,115
15.088,HipRight,0.161,0.036,3.023,115
15.088,KneeRight,0.190,-0.228,2.961,115
15.088,AnkleRight,0.178,-0.611,3.016,115
15.088,FootRight,0.162,-0.624,2.928,115
15.210,SpineBase,0.077,0.024,3.060,116
15.210,SpineMid,0.074,0.333,3.010,116
15.210,Neck,0.068,0.647,2.926,116
15.210,Head,0.074,0.731,2.869,116
15.210,ShoulderLeft,-0.105,0.548,2.979,116
15.210,ElbowLeft,-0.144,0.295,3.008,116
15.210,WristLeft,-0.136,0.086,2.971,116
15.210,HandLeft,-0.113,0.034,2.962,116
15.210,ShoulderRight,0.253,0.538,2.978,116
15.210,ElbowRight,0.291,0.290,3.008,116
15.210,WristRight,0.275,0.082,2.964,116
15.210,HandRight,0.250,0.031,2.954,116
15.210,HipLeft,-0.009,0.036,3.026,116
15.210,KneeLeft,-0.046,-0.220,2.961,116
15.210,AnkleLeft,-0.038,-0.618,2.983,116
15.210,FootLeft,-0.036,-0.622,2.903,116
15.210,HipRight,0.161,0.034,3.024,116
15.210,KneeRight,0.190,-0.228,2.961,116
15.210,AnkleRight,0.178,-0.608,3.015,116
15.210,FootRight,0.165,-0.621,2.915,116
15.331,SpineBase,0.077,0.022,3.061,117
15.331,SpineMid,0.074,0.332,3.006,117
15.331,Neck,0.069,0.646,2.916,117
15.331,Head,0.074,0.729,2.862,117
15.331,ShoulderLeft,-0.105,0.545,2.974,117
15.331,ElbowLeft,-0.144,0.294,3.007,117
15.331,WristLeft,-0.136,0.086,2.971,117
15.331,HandLeft,-0.113,0.034,2.963,117
15.331,ShoulderRight,0.252,0.536,2.975,117
15.331,ElbowRight,0.291,0.288,3.006,117
15.331,WristRight,0.275,0.081,2.964,117
